product,categoryid
"['迪思', '拜尔', '代代', '防', '偷窥', '保护膜']",1
"['闯者', '得', '华为', '充电器', '数据线', '正品', '黑色']",1
"['索尼', '防水', '外壳', '专用', '防水', '壳', '最深', '可达米', '防水']",1
"['三星', '双', '镜头', '套机', '全景']",1
"['三星', '微单', '相机', '白色', '优惠', '套餐', '五']",1
"['紫光', '电子', '功能', '电子书', '黑色']",1
"['狗头', '包', '相机包', '尼康', '摄影包', '佳能', '单反', '猪头', '包奇色', '杜宾', '狗', '尼康']",1
"['十铨', '科技', '存储卡']",1
"['凯斯', '智能', '手环', '蓝牙', '手表', '钛合金', '男女', '手镯', '计步', '睡眠', '监测', '同步', '推送', '白色']",1
"['浩客', '分线器', '电脑', '分线器', '多', '接口', '集线器', '扩展', '白色']",1
"['捷波朗', '超凡', '蓝牙', '耳机', '苹果', '三星', '一拖二', '听歌']",1
"['东芝', '存储卡']",1
"['宾得', '微型', '单电套', '机', '白色', '手柄', '紫', '机身']",1
"['四口', '输出', '集线器', '高速', '扩展', '口', '分线器']",1
"['谷客', '视屏', '台式', '笔记本电脑', '高清', '免驱', '视频', '摄像头', '带', '麦克风', '话筒']",1
"['电母', '盒', '电站', '三星', '电芯', '移动', '电源', '毫安', '黑色']",1
"['桑格', '松下', '数码相机', '电源适配器']",1
"['猪头', '包', '宾得', '单反相机', '包', '佳能', '相机包', '尼康', '单反', '包', '三角', '包', '佳能']",1
"['当当', '自营', '飚', '王', '迷你', '铝合金', '多功能', '读卡器', '铁盒', '包装']",1
"['飞利浦', '录音笔']",1
"['三盟', '出口', '外贸', '版', '高清', '平光眼镜', '摄像机', '最薄', '摄像', '眼镜', '微', '高清', '数字', '摄像', '眼镜', '高清', '摄像机', '迷你', '摄像机', '微型', '摄像机', '精配', '版卡']",1
"['品胜', '充电器', '苹果', '数据线']",1
"['适马', '宾得', '口', '鱼眼', '镜头']",1
"['优越', '者', '口', '分线器', '扩展', '接口', '高速', '集线器', '带', '电源', '口']",1
"['来', '电闪', '手机', '壳', '适用', '于', '苹果', '珊瑚', '红']",1
"['卓美镜', '适用', '佳能', '尼康', '索尼', '镜头', '滤镜', '附件']",1
"['威高', '相机', '清洁', '养护', '套装', '送礼', '首选', '无', '液体', '镜头', '传感器', '电脑', '笔记本', '显示器', '平板', '清洁', '养护']",1
"['百灵达', '调音台', '集', '声卡', '话', '放耳放', '音频', '矩阵', '监听', '于', '一身', '的', '调音台']",1
"['三星', '英寸', '平板', '电脑', '黑色']",1
"['艾克司触', '控屏', '电子书', '电子书', '专用', '玩转', '流行', '皮套']",1
"['苹果', '代', '数据线']",1
"['松下', '松下', '婚庆', '摄像机', '专业', '高清', '肩', '扛', '摄像机', '首选']",1
"['耳机', '分线器', '同声', '器', '一分', '二', '耳机', '音频', '转接线', '心形', '情侣', '分享', '器', '支架', '浅绿色']",1
"['佳能', '套机']",1
"['佳能', '镜头', '佳能', '新款', '二代', '小白', '镜头', '小白兔']",1
"['迪思', '拜尔', '三星', '高清', '保护膜']",1
"['奇克摩克', '棋盘', '格双', '移动', '电源', '充电', '宝', '毫安', '黄色']",1
"['咕咕', '表', '防水', '手环', '表', '智能', '无线', '蓝牙', '兼容', '平板', '等', '设备', '布谷鸟']",1
"['乔威', '移动', '电源', '毫安', '天空', '蓝']",1
"['尼康', '微单', '相机', '镜头', '袋', '百折', '包布', '红']",1
"['松下', '数码相机', '万', '像素', '倍', '黑色', '套餐', '五']",1
"['长线', '分线器', '一拖', '四', '高速', '分线器', '多', '接口', '扩展', '集线器']",1
"['爱国者', '加密', '录音笔', '内录', '微型', '高', '清远', '距', '声控', '降噪', '录音笔', '高品质', '录音笔', '黑色']",1
"['曼德美', '田园', '风', '彩色', '手机', '壳', '苹果', '手机套', '保护套', '彩绘', '外壳', '配件', '女', '秋意']",1
"['领艺', '线缆', '式', '快门', '控制器']",1
"['万利达', '数码', '相框', '寸', '数字', '屏', '多功能', '数码', '相框', '正品', '行货', '全国', '免', '运费']",1
"['带', '收音机', '功能']",1
"['时光', '爱客', '女款晶', '黑面', '全钢', '手环', '表', '跳跃', '音符']",1
"['猪头', '包', '适用', '尼康', '单反相机', '真皮', '单眼', '相机包', '潮', '单反', '包']",1
"['北京', '总代', '金星', '安卓', '掌机', '专利', '外观', '八大', '模拟器', '新品', '赠送', '游戏光盘', '扩展卡', '读卡器', '贴膜']",1
"['尼康', '遮光罩', '正品', '适用', '尼康', '微距']",1
"['徕', '卡', '升级', '专业', '数码相机', '黑色', '附送', '索尼', '三合一', '清洁', '套装', '气吹', '镜头', '笔', '擦布']",1
"['黑', '贝壳', '苹果', '保护套', '支架', '式', '皮套', '冰川', '白纹']",1
"['倍', '视亲', '高端', '定制', '电子', '相框', '英寸', '高清', '数码', '相框', '喜气洋洋', '特别', '款版', '土豪', '级', '内存']",1
"['肯高', '单层', '镜']",1
"['三星', '数码相机', '万', '像素', '倍', '光学', '变焦', '送', '相机包']",1
"['潮集', '移动', '电源', '聚合物', '毫安', '苹果', '三星', '手机', '充电', '宝器']",1
"['闯者', '得', '三星', '充电器', '数据线', '白色']",1
"['鹰目', '毫米', '线火字', '星光', '镜']",1
"['吉他', '连接', '米', '卷曲', '式', '黑色']",1
"['优永佳', '卡口', '遮光罩', '适用', '佳能', '镜头']",1
"['快易典', '德语', '王', '德语', '大学', '学生', '电子词典', '辞典', '学习机', '翻译机']",1
"['玛露', '美', '环形', '偏光镜', '提高', '色彩', '对比', '的', '滤镜', '强化', '镜头', '的', '表现', '与', '画面', '色彩', '的', '对比']",1
"['品牌', '惠普', '电池', '笔记本', '电池芯']",1
"['盒装', '原装', '充电器', '直', '充线', '充分', '体充', '旅行', '充', '充电', '头', '白色']",1
"['锐玛', '单反相机', '镜头', '笔', '镜头', '清洁', '笔擦镜', '笔大号', '圆头']",1
"['手机', '工坊', '苹果', '手机套', '保护', '壳', '手机', '壳', '壳']",1
"['真皮', '世家', '三星', '手机', '皮套', '手机套', '保护套', '牛皮', '真皮', '皮套', '平纹', '蓝色']",1
"['雅狐', '笔记本', '对箱', '白绿']",1
"['铭', '铂', '正品', '蚕丝', '苹果', '手机', '壳', '保护', '皮套', '手机套', '超薄', '翻盖']",1
"['品色', '有线', '快门', '线']",1
"['尼康', '便携', '相机', '黑色', '照相机']",1
"['激光', '水平仪', '投线', '仪', '专用', '铝合金', '三角架', '米']",1
"['酷', '英寸', '数码相机', '液晶屏幕', '保护膜']",1
"['卓美', '可', '调减', '光镜', '中灰', '密度', '镜']",1
"['名樱', '三星', '钢化玻璃', '膜', '前后', '彩膜', '玻璃', '屏幕', '保护膜']",1
"['尼康', '便携', '数码相机', '白色']",1
"['好易通', '牛津', '全能王', '双向', '整句', '翻译', '内置', '牛津', '高阶', '第七版', '手写输入', '的', '英美', '双标', '彩屏']",1
"['索尼', '数码', '音频视频', '播放器', '白色']",1
"['百诺', '可', '调减', '光镜', '中灰', '密度', '镜镜']",1
"['国家', '地理', '绿', '相机', '背带']",1
"['得胜', '商城', '得胜', '电容', '麦克风', '套餐', '内附', '多个', '套装', '录音', '视频']",1
"['送', '贴膜', '艾克司', '亚马逊', '寸', '电子书', '专用', '保护套', '皮', '套套', '黑色']",1
"['百灵达', '带种', '效果', '小型', '调音台', '应用', '于', '家庭', '小型', '合唱团', '咖啡厅', '和', '卡拉', '等']",1
"['飞利浦', '移动', '电源', '毫安', '双孔', '输出', '粉色']",1
"['亚马逊', '英寸', '平板', '电脑', '黑四核', '套餐', '二']",1
"['歌杰', '无线', '蓝牙', '音箱', '可', '接听电话', '双', '喇叭', '立体声', '震撼', '音质', '支持', '插', '内存卡', '播放', '最具', '性价比', '便携', '蓝牙', '音响', '适用', '于', '所有', '带', '蓝牙', '设备', '的', '手机']",1
"['实益', '达云', '视频', '网络', '蓝光', '播放机', '银灰色']",1
"['充电器', '台电万用', '充电器']",1
"['品胜', '充电器', '座充']",1
"['宾得', '套机', '数码', '单反相机', '全天', '侯', '单反', '宾得', '黑色', '套餐', '三']",1
"['快枪手', '相机', '背带', '单反相机', '背带', '多功能', '附加', '袋']",1
"['艾思度', '高清', '保护膜', '抗静电', '易', '清洁']",1
"['皇家', '格莱菲', '相机', '滤镜']",1
"['嗜血', '判官', '皮套', '书本', '支架', '式', '保护套', '红色']",1
"['佳能', '佳能', '数码相机', '易', '操作']",1
"['富士', '一次', '成像', '拍', '立得', '钢琴', '白', '套餐', '二']",1
"['闯者', '得', '联想', '乐', '充电器', '数据线', '绿色']",1
"['倍', '视亲', '典雅', '高端', '定制', '电子', '相框', '寸', '超薄', '壁挂', '数码', '相框']",1
"['索尼', '投影', '高清', '数码', '摄像机', '白色']",1
"['富士', '拍', '立得', '米奇', '花边', '相', '纸张']",1
"['得胜', '得胜', '电容', '会议', '麦克风', '话筒', '鹅', '颈', '话筒']",1
"['卡登', '仕', '高清', '保护膜']",1
"['松下', '松下', '数码相机', '正品', '银色', '套餐', '一']",1
"['雷摄', '快门', '线']",1
"['三星', '手机', '壳', '手机套', '手机', '皮套', '韩国', '手机', '保护套', '潮酒', '红色']",1
"['艾思度', '磨砂', '保护膜', '抗静电', '易', '清洁']",1
"['洪恩', '角龙', '学科', '主题', '版', '音乐', '与', '美术']",1
"['卡登', '仕', '苹果', '笔记本', '寸', '高清', '低', '反光', '屏幕', '保护膜']",1
"['苹果', '手机', '背', '面贴膜', '收音机', '系列', '适用', '于', '苹果', '怀旧', '收音机']",1
"['尼康', '保护', '盖', '保护', '罩', '液晶屏', '保护膜']",1
"['快枪手', '相机', '背带', '单肩', '双机', '背带', '修身', '版']",1
"['平板', '数码', '保护套', '适用', '于', '苹果', '保护套', '保护套', '棕色', '三星']",1
"['飞利浦', '数码', '相框', '寸']",1
"['米力', '全球', '最小', '折叠式', '充电器', '可', '为', '手机', '充电', '白红']",1
"['爱国者', '录音笔', '黑色', '超薄', '时尚', '高灵敏', '立体', '双', '麦克', '数字', '降噪', '声控', '录音', '航天', '品质', '国货', '精品']",1
"['嘉速', '笔记本', '数码产品', '液晶屏幕', '专业', '清洁', '魔布', '清洁', '布', '镜头', '布大号', '蓝色']",1
"['口超', '大功率', '快速', '充电器', '可', '同时', '充个', '电流', '达到', '适用', '于', '苹果', '三星', '诺基亚', '小米', '联想', '华为', '中兴', '等', '所有', '接口', '充电', '的', '手机', '平板', '手掌', '游戏机', '等', '手机', '充电器', '苹果', '充电器', '充电器', '充电器', '充电器', '头', '充电器', '插头', '黑色']",1
"['索爱', '播放机', '黑色']",1
"['包邮', '正品', '货到付款', '七天', '可', '退货', '盘', '夜视', '家庭', '安防', '微型', '摄像机', '包邮', '正品', '货到付款', '七天', '可', '退货', '一年', '免费', '保修', '一年', '免费', '换', '新', '是', '盘', '又', '是', '摄像机', '还是', '录像机', '还是', '录音机', '多功能', '产品', '盘', '夜视', '摄像机', '便携式', '家庭', '安防', '微型', '摄像机', '迷你', '摄像机', '录像', '拍照', '夜视', '功能', '独家', '私模', '韩国三星', '芯片', '高清', '镜头', '出口', '外贸', '版送', '内存', '视频', '分辨率', '照片', '分辨率', '摄像', '录音']",1
"['耐司', '超薄', '双面', '多层', '镀膜']",1
"['雷克沙', '专业', '系列', '存储卡']",1
"['室外', '防水', '无源', '音柱', '防水', '音箱', '校园', '防水', '音', '音柱', '音响']",1
"['品胜', '相机', '保护膜', '数码', '屏幕', '保护膜', '寸', '宽', '屏']",1
"['爱国者', '电影', '本', '数码', '相框', '电子书', '爱国者', '电子相册']",1
"['时尚', '入耳', '蓝牙', '耳机', '立体声', '音乐', '双耳', '三星', '苹果', '通用']",1
"['名品', '优达星', '高清', '安防', '摄像机', '内存', '可', '打火', '高清', '微型', '摄像', '打火机', '打火机', '摄像', '特殊', '摄像机', '隐形', '摄像机']",1
"['山灵流', '媒体播放器', '无损', '无线', '音乐', '网络', '播放器', '卡', '播放', '雪花', '银', '内存卡']",1
"['蔡司', '镜头', '盖']",1
"['东芝', '存储卡']",1
"['尼康', '数码相机', '棕色', '套餐', '五']",1
"['富士', '一次', '成像', '立拍', '立得', '相纸', '专用', '泡沫', '相框', '色可选']",1
"['卡登', '仕', '苹果', '寸', '电脑', '膜', '寸', '保护膜', '高清', '膜', '屏幕', '膜']",1
"['凯', '立克', '火箭筒', '背包', '灰色']",1
"['锐玛', '快门', '线', '遥控器']",1
"['佳能', '远', '摄定', '焦', '镜头']",1
"['优冠卡包', '音箱', '酒吧', '会议室', '卡拉', '音响', '寸', '送', '吊架', '或', '三脚架']",1
"['苹果', '平板', '电脑', '通用', '懒人', '支架', '蓝牙', '音响', '落地', '支架', '银色', '蓝牙', '版']",1
"['六一', '促销', '富士', '拍', '立得', '相机', '轻松', '熊', '一次', '成像', '促销价']",1
"['威高', '单反相机', '清洁', '养护', '全能', '套装', '镜头', '传感器']",1
"['美国进口', '正品', '战舰', '造型', '分线器', '接线', '器']",1
"['索尼', '高速', '存储卡', '读取', '速度']",1
"['爱尔玛', '清洁', '套装', '合', '毛刷', '清洁液', '镜头', '布等']",1
"['乱码', '苹果', '数据线', '数据线', '数据线', '加长', '米']",1
"['七河', '数据线', '充电', '数据线', '适用', '于', '浅蓝色']",1
"['晶麦风', '主持', '录音', '舞台', '演绎', '头戴式', '麦克风', '螺旋', '插头', '同', '森海塞尔']",1
"['尼康', '尼克尔', '定焦', '镜头', '套餐', '二']",1
"['年', '最新款', '高清', '迷你', '电子', '闹钟', '摄像机', '电子', '闹钟', '摄像机', '边', '充电', '边', '录像', '循环', '录像']",1
"['尼康', '数码', '单反相机', '机身']",1
"['澳洲', '小', '野人', '中性', '专业', '摄影', '单肩', '包']",1
"['先锋', '蓝光', '播放机']",1
"['正品', '苹果', '手机', '充电', '线', '数据线', '彩色', '面条', '线', '配件', '黄色', '米']",1
"['奔肯', '智能', '手镯', '智能', '可', '穿戴', '手环', '蓝牙', '手环', '车载', '蓝牙', '手表', '手机', '防', '丢器', '红色']",1
"['美高迪', '铜装']",1
"['明基明', '基万', '像素', '高清', '录像', '夜', '拍王', '数码相机']",1
"['富士', '有', '赠品', '富士', '立拍', '立得', '米妮', '赠', '花花', '相册', '迪斯尼', '经典', '米妮', '欢乐', '再现']",1
"['索尼', '数码相机', '万', '像素', '寸', '屏倍']",1
"['新', '在线', '教学', '扩音器', '大功率', '支持', '卡盘', '混响', '扩音机']",1
"['奇记本', '考研', '版', '考研', '平板', '电脑', '考研', '辅导', '考研', '英语', '考研', '数学', '考研', '政治', '太奇', '教育']",1
"['乐', '摄宝', '棕色']",1
"['苹果', '多功能', '读卡器', '相机', '套件', '卡', '读卡器', '透明']",1
"['迪思', '拜尔', '三星', '防', '偷窥', '保护膜']",1
"['诺亚舟', '同步', '搜学机', '电子辞典']",1
"['艾克司', '电子书', '专用', '基本', '款', '保护套', '皮套', '橙色']",1
"['宙比', '章鱼', '八爪', '鱼', '三脚架', '彩色', '小型', '相机', '三脚架', '黑蓝']",1
"['旋燕', '电脑', '麦克风', '歌', '会议', '网络', '聊天', '录音', '麦克', '手持', '麦克风', '配', '桌面', '支架']",1
"['意达欧', '手机套', '韩国', '进口', '卡通', '手机', '壳', '适用', '于', '苹果', '手机', '黑白', '骷髅', '猴']",1
"['迪思', '拜尔', '三星', '高清', '保护膜']",1
"['龙', '威盛', '超薄', '聚合物', '移动', '电源', '充电', '宝', '精装', '可充', '三星', '苹果', '小米', '诺基亚', '等']",1
"['顺丰', '包邮', '苹果', '手机', '原装', '数据线', '平板', '通用', '配件']",1
"['闪迪', '至尊', '极速', '存储卡']",1
"['特价', '德鑫明', '苹果', '支架', '保护', '壳', '硬壳', '送', '保护膜', '年底', '清货']",1
"['爱易思', '四合', '一', '读卡器', '适用', '于', '卡卡', '卡卡', '传输']",1
"['托瓦', '毫安', '超薄', '便携', '移动', '电源', '移动', '电源', '充电', '宝', '橙色']",1
"['纽曼', '白色', '多功能', '旋转', '读卡器', '支持', '手机', '平板', '电脑', '等']",1
"['爱', '维德', '八进', '八出', '火线', '专业', '声卡', '软件', '带', '硬件']",1
"['迪思', '拜尔', '代代', '防', '偷窥', '保护膜']",1
"['佳能', '数码', '卡片', '照相机', '相机', '银色', '套餐', '四']",1
"['乐歌', '数码', '摄影', '六合一', '镜头', '清洁', '套装']",1
"['爱国者', '微型', '专业', '录音笔', '高清', '超', '长远', '距', '降噪', '声控', '铝合', '锌', '外壳', '白色']",1
"['高清', '保护膜']",1
"['安卓', '智能手机', '读卡器']",1
"['三星', '微型', '单电套', '机', '棕色']",1
"['维迪欧', '挂钟', '摄像机', '全球', '首发', '首款', '挂钟', '摄像机', '微型', '摄像机', '迷你', '摄像机', '高清', '大容量', '送', '内存', '品质', '保证', '请', '认准', '维迪欧', '专卖']",1
"['飚', '王', '读卡器']",1
"['不见不散', '旅行者', '便携', '移动', '音箱', '玫瑰红']",1
"['品胜', '电池', '佳能', '相机', '电池']",1
"['飞利浦', '数码', '相框', '寸']",1
"['索尼', '倍', '变焦', '万', '全景', '扫描', '相机', '索尼', '照相机', '正品']",1
"['东芝', '型', '读写']",1
"['爱尔玛', '全效合', '清洁', '套装', '数码相机', '养护', '单反', '镜头', '清洁']",1
"['锐玛', '莲花', '罩', '佳能', '遮光罩']",1
"['亚马逊', '寸', '电子书', '专用', '保护', '皮套', '保护套', '皮套', '保护', '壳', '支持', '货到付款', '紫色']",1
"['沣标', '三洋', '锂电池', '相机', '电池']",1
"['英拓快', '装板', '悬臂', '专用']",1
"['莫凡', '手机套', '手机', '皮套', '手机', '壳', '外套']",1
"['爵影', '佳能', '遮光罩', '镜头']",1
"['埃森', '客悦', '系列', '大容量', '毫安', '高性能', '聚合物', '电芯', '移动', '电源', '充电', '宝', '石榴', '红']",1
"['徕', '卡', '数码相机']",1
"['登品', '面条', '线', '数据线', '品胜', '电池', '专充', '套装', '适配', '摩托罗拉', '电池', '电池', '电池', '电池', '等', '手机', '高质量', '手机', '商务', '电池', '座充']",1
"['金士顿', '系列', '存储卡']",1
"['百诺', '扳', '扣', '脚架']",1
"['百诺', '迷你', '小', '摄影', '脚架', '承重']",1
"['酷', '精美', '佳能', '卡口', '遮光罩']",1
"['收纳', '包', '数据线', '盘卡盾', '蓝牙', '耳机', '移动硬盘', '电池', '充电器', '电源线', '读卡器', '保护', '壳', '套', '数码产品', '读卡器', '收纳', '板', '数码', '配件', '收纳', '包', '数码', '用品', '包', '工具包', '收纳袋', '紫色']",1
"['飞利浦', '数码', '相框', '英寸', '内存', '白色', '卡', '套餐']",1
"['率先', '头戴式', '立体声', '蓝牙', '耳机', '苹果', '诺基亚', '三星', '等', '通用', '钢', '灰色']",1
"['翰柏尔', '电脑', '电视', '手机', '相机', '镜头', '液晶屏幕', '清洁', '湿巾']",1
"['全新', '正品', '索爱', '儿童', '影碟机', '迷你', '播放器', '播放机', '卡拉']",1
"['佳能', '闪光灯']",1
"['德国', '系列', '不锈钢', '飞机', '多功能', '镇纸']",10
"['内联升', '休闲', '棉鞋', '传统', '时尚', '平底', '潮鞋', '系带', '男士', '五眼', '棉', '棉鞋', '千层底', '布面', '纯', '黑色', '老', '北京', '布鞋', '厂家', '编', '号码']",10
"['德国', '系列', '不锈钢', '飞机', '多功能', '镇纸']",10
"['易星', '欧美', '夜店', '潮人', '电子', '烟', '蒸汽', '烟草', '电子', '水', '烟枪', '电子', '烟']",10
"['易星', '新品', '戒烟', '产品', '所有', '电子', '香菸', '烟弹', '通用', '烟油', '玉溪', '味烟液', '正品', '多种', '口味', '可', '选择']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
"['官方', '正品', '易星', '电子', '烟', '二代', '烟盒', '式', '电子', '烟清', '烟毒', '戒烟', '产品', '礼品', '特', '价款']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
"['易星', '正品', '新款', '戒烟', '产品', '无效', '退款', '第三代', '电子', '烟', '原装', '雾化器', '带', '咬嘴', '黑色']",10
"['商城', '正品', '易星', '电子', '烟', '烟盒', '可', '配', '专用', '易星', '烟杆', '烟盒', '多色款']",10
"['易星', '电子', '烟烟弹', '三代', '新款', '一体', '雾化', '烟弹', '多种', '口味', '及', '颜色', '留言', '说明', '黑白', '两色个', '装', '黑色']",10
"['跃活', '系列', '金属', '款', '电子', '点烟器', '黑色']",10
"['易星', '电子', '烟', '新款', '健康', '戒烟', '产品', '一次性', '电子', '烟', '一支', '装可', '抽口']",10
"['正品', '易星', '第三代', '健康', '电子', '烟', '套装', '卫生', '耐用', '烟弹', '官方', '直销', '戒烟', '产品', '黑色', '款']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
"['易星', '电子', '烟', '新款', '健康', '戒烟', '产品', '一次性', '电子', '烟', '一支', '装可', '抽口']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['名仕', '大容量', '电子', '烟烟弹', '新', '口味', '个', '装送', '电子', '烟']",10
"['内联升', '休闲', '棉鞋', '传统', '时尚', '平底', '潮鞋', '系带', '男士', '五眼', '棉', '棉鞋', '千层底', '布面', '纯', '黑色', '老', '北京', '布鞋', '厂家', '编', '号码']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['跃活', '系列', '金属', '款', '电子', '点烟器', '黑色']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['官方', '正品', '易星', '电子', '烟', '二代', '烟盒', '式', '电子', '烟清', '烟毒', '戒烟', '产品', '礼品', '特', '价款']",10
"['易星', '原装', '配件', '烟杆', '电子', '烟', '电池', '大容量', '设计', '磁石', '接口']",10
"['商城', '正品', '易星', '电子', '烟', '专用', '烟弹', '高级', '烟嘴', '戒烟', '产品', '多味', '可', '选']",10
"['商城', '正品', '易星', '电子', '烟烟弹', '烟液', '清', '烟毒', '戒烟', '产品', '烟油', '装', '中华', '味', '可', '留言', '口味']",10
"['易星', '电子', '烟', '新款', '健康', '戒烟', '产品', '一次性', '电子', '烟', '一支', '装可', '抽口']",10
"['易星', '电子', '烟', '新款', '健康', '戒烟', '产品', '一次性', '电子', '烟', '一支', '装可', '抽口']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['内联升', '休闲', '棉鞋', '传统', '时尚', '平底', '潮鞋', '系带', '男士', '五眼', '棉', '棉鞋', '千层底', '布面', '纯', '黑色', '老', '北京', '布鞋', '厂家', '编', '号码']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
"['易星', '欧美', '夜店', '潮人', '电子', '烟', '蒸汽', '烟草', '电子', '水', '烟枪', '电子', '烟']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['商城', '正品', '易星', '电子', '烟', '专用', '烟弹', '高级', '烟嘴', '戒烟', '产品', '多味', '可', '选']",10
"['易星', '电子', '烟烟弹', '三代', '新款', '一体', '雾化', '烟弹', '多种', '口味', '及', '颜色', '留言', '说明', '黑白', '两色个', '装', '黑色']",10
"['易星', '苹果', '风', '电子', '烟', '国家专利', '最新款', '清肺', '电子', '香菸', '神器', '戒烟', '正品']",10
"['德国', '系列', '不锈钢', '飞机', '多功能', '镇纸']",10
"['易星', '原装', '配件', '烟杆', '电子', '烟', '电池', '大容量', '设计', '磁石', '接口']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
"['易星', '新品', '戒烟', '产品', '所有', '电子', '香菸', '烟弹', '通用', '烟油', '玉溪', '味烟液', '正品', '多种', '口味', '可', '选择']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
"['易星', '原装', '配件', '烟杆', '电子', '烟', '电池', '大容量', '设计', '磁石', '接口']",10
"['易星', '新款', '电子', '烟', '原装', '配套', '烟弹', '中华', '味颗', '一', '盒装', '可', '留言', '要求', '口味']",10
"['商城', '正品', '易星', '电子', '烟', '烟盒', '可', '配', '专用', '易星', '烟杆', '烟盒', '多色款']",10
"['易星', '欧美', '夜店', '潮人', '电子', '烟', '蒸汽', '烟草', '电子', '水', '烟枪', '电子', '烟']",10
"['易星', '新款', '一次性', '电子', '烟', '真味', '健康', '戒烟', '替烟', '产品', '支一', '盒装', '万宝路', '味']",10
