product,categoryid
"['卡来', '登', '我', '爱', '系列', '手机', '保护套', '适用', '于', '苹果', '紫色']",1
"['漫语', '移动', '电源', '毫安', '蓝色']",1
"['耐司', '镜', '佳能', '单反', '二代', '滤镜', '佳能', '超薄', '多层', '镜']",1
"['闯者', '得', '充电器', '数据线', '黑色']",1
"['尼康', '原装', '米', '离机', '热靴', '同步', '闪光', '连线']",1
"['适马', '佳能', '口']",1
"['京华', '录音笔', '专业', '基本型', '录音笔']",1
"['尼康', '变焦镜头', '黑色', '尼康', '口', '官方', '标配']",1
"['圣大', '保罗', '摄影包']",1
"['优镜镜', '多层', '镀膜', '保护', '镜', '多层', '镀膜', '超薄', '镜框', '避免', '暗角', '佳能', '尼康']",1
"['适马', '数码', '单反相机', '变焦', '微距', '镜头', '佳能', '卡口']",1
"['金士顿', '存储卡']",1
"['索尼', '入耳式', '彩色', '耳机', '大陆', '行货']",1
"['威马仕', '适用', '于', '苹果', '索尼', '三星', '无线', '智能', '通话', '蓝牙', '手表', '炫酷', '白']",1
"['卡登', '仕', '苹果', '旋转', '支架', '皮套', '内层', '硅胶', '白色']",1
"['麦博', '电脑', '音箱', '白色']",1
"['三星', '英寸', '平板', '电脑', '黑色']",1
"['三星', '微型', '单电套', '机', '棕色', '套餐', '五']",1
"['耳神', '声道', '多媒体', '音箱', '黑色']",1
"['套餐', '四', '链接']",1
"['百摄', '宝转', '银色', '铝合金', '顺接', '环']",1
"['索尼', '赠', '原装', '电池', '肯', '高原', '装镜', '原装', '摄像', '包', '座充', '贴膜', '清洁', '布']",1
"['佳能', '尼康', '单反', '猪头', '包', '单肩', '斜', '跨', '尼康', '摄影包', '相机包', '佳能']",1
"['闪迪', '至尊', '高速', '存储卡']",1
"['嘉速', '强力', '除尘', '清洁', '吹', '气球', '适用', '于', '笔记本', '数码相机', '键盘', '镜头', '电路板', '机箱', '等', '黑色']",1
"['美兹', '闪光灯', '指数']",1
"['人形', '笔记本电脑', '扩展', '接口', '分线器', '集线器', '一拖', '四']",1
"['安诺格尔', '超轻', '透气', '户外', '防盗', '摄影包', '单反', '双肩', '相机包', '佳能', '单反', '包', '背包', '天空', '蓝', '小号']",1
"['优永佳', '卡口', '遮光罩', '奥林巴斯', '镜头']",1
"['山水', '便携式', '移动', '影碟机', '带', '电视', '寸', '高清', '堪比寸']",1
"['现代', '录音笔', '数字', '录音笔', '专业', '正品', '微型', '高', '清盘', '直', '插', '功能', '特价', '促销']",1
"['戴芙迪', '蓝牙', '耳机', '耳机', '耳麦', '耳机', '头戴式', '蓝牙', '立体声', '手机', '电脑', '通用', '白白']",1
"['诺基亚', '手机', '耳机', '入耳式', '线控', '带麦', '黑色']",1
"['适用', '于', '苹果', '充电', '宝智仕玛', '移动', '电源', '毫安', '珍珠白']",1
"['乐摄', '宝蓝', '小', '数码相机', '包']",1
"['爱迪', '尚品', '奥林巴斯', '相机包', '可', '拆型', '复古', '包皮', '套色', '可', '选', '黑色']",1
"['爱色', '数字式', '一体化', '多功能', '遥控器', '遥控', '快门', '闪光灯', '单', '接收器']",1
"['索尼', '定焦', '镜头', '套餐', '三']",1
"['喜越', '智能', '手表', '电话', '手机', '全钢', '蓝牙', '手表', '团购', '年会', '送', '人', '礼品', '银色', '升级版']",1
"['台', '电', '播放器', '超长', '小时', '续航', '播放', '寸', '超长', '待机']",1
"['移动', '电源', '毫安', '蓝色']",1
"['爱国者', '超薄', '电子相册', '音乐', '视频', '盘直', '插', '台历']",1
"['耐视优', '屏幕', '保护膜', '正贴', '单片装']",1
"['佳能', '套机', '含', '镜头']",1
"['快易典', '精彩', '电子辞典', '黑色', '四大', '版权', '词典', '高清', '彩屏', '创新', '滑控', '触摸', '按键', '支持', '卡', '扩展']",1
"['三星', '耳机', '原装', '入耳式', '线控', '面条', '耳机', '小米', '红米', '耳机']",1
"['道瑞宝盾', '系列', '手机', '保护套', '适用', '于', '苹果', '橙红', '浅灰']",1
"['永乐', '可', '调减', '光镜', '中灰镜', '密度', '镜中', '灰', '密度', '镜', '可调']",1
"['卓美', '多层', '镀膜', '保护', '滤镜', '佳能', '滤']",1
"['数码', '客', '三星', '专用', '屏幕', '保护膜']",1
"['魔声', '独奏', '高清', '版', '青苹果', '色', '头戴', '耳机', '新款']",1
"['三星', '微型', '单电套', '机', '黑色', '套餐', '五']",1
"['东芝', '储存卡']",1
"['平板', '数码', '保护套', '适用', '于', '苹果', '保护套', '保护套', '黑色']",1
"['野', '小子', '摄影包', '双肩包', '单肩', '包', '相机包', '户外', '野兵']",1
"['艾克司', '寸', '电子书', '款', '保护套', '皮套', '紫色']",1
"['喜越', '智能', '手环', '手表', '穿戴', '式', '蓝牙', '手表', '手机', '伴侣', '黑色', '经典', '版']",1
"['闯者', '得', '三星', '充电器', '数据线', '黑色']",1
"['帕佳图', '佳能', '相机包', '专用', '包', '相机', '保护套', '皮套', '黑色']",1
"['高坚', '品红', '镜']",1
"['嘉速', '液晶屏幕', '专业', '清洁', '魔布', '清洁', '布', '镜头', '布', '红色']",1
"['狗头', '包', '单反', '包', '佳能', '摄影包', '单反', '内胆', '包', '尼康', '相机包', '紫玫狗', '佳能']",1
"['惠威', '监听', '有源音箱', '音响', '多媒体', '监听', '电脑', '全木质', '音箱', '单只']",1
"['飞利浦', '蓝光', '播放机']",1
"['锐玛', '佳能', '无线', '单反', '遥控器']",1
"['康迈', '商务', '型', '书本', '式', '磁扣', '保护套', '时尚', '智能', '休眠', '吸附', '皮套', '电子书', '专用', '紫色']",1
"['苹果', '三星', '索尼', '诺基亚', '蓝牙', '耳机', '立体声', '通用', '音乐', '一拖二', '爱尔']",1
"['飞傲', '解码器', '电脑', '外置', '声卡', '送', '无损', '资源', '包顺丰']",1
"['品客', '移动', '电源', '毫安', '大容量', '充电', '宝', '移动', '充电', '宝', '手机', '充电', '宝', '苹果']",1
"['创见', '卡']",1
"['腾海', '儿童', '体', '记忆', '成长', '智能', '手环', '运动', '腕表', '手表', '睡眠', '监测', '适用', '于', '苹果', '三星', '小米', '手机', '公主', '手环']",1
"['飞利浦', '录音笔', '黑色']",1
"['现代', '录音笔', '超长', '录音', '内置', '锂电', '智能', '线控', '操作', '一键', '录音']",1
"['亚马逊', '电纸', '书', '保护套', '壳', '毛毡', '内胆', '包袋']",1
"['宏达', '花瓣', '卡口', '遮光罩', '适用', '尼康', '镜头', '尼康', '套头', '套头', '卡口', '遮光罩', '可反装', '方便', '携带', '及', '收藏', '装', '上', '遮光罩', '后', '还', '可以', '安装', '镜及', '镜头', '盖', '莲花', '遮光罩']",1
"['七', '合一', '反光板', '合', '可折叠', '反光板', '外拍', '摄影', '必备']",1
"['优永佳', '适用', '于', '索尼', '卡口', '花瓣', '遮光罩']",1
"['腾龙', '镜头', '佳能', '口送', '大礼包']",1
"['绿', '镜头', '平装']",1
"['奥林巴斯', '录音笔', '钻石', '银']",1
"['素乐', '移动', '电源', '充电', '宝', '超大', '容量', '多功能', '手机', '平板', '充电', '宝', '定制', '漫画', '生命']",1
"['苹果', '代多', '媒体播放器', '粉色']",1
"['三星', '微型', '单电套', '机', '白色', '套餐', '五']",1
"['睿量', '苹果', '数据线', '适用', '于', '白色']",1
"['苹果', '平板', '电脑', '通用', '懒人', '支架', '蓝牙', '音响', '落地', '支架', '银色', '蓝牙', '版']",1
"['佳能', '专业', '数码', '摄像机']",1
"['超薄', '多层', '防水', '镀膜', '滤镜']",1
"['品色', '有线', '定时', '快门', '线']",1
"['广播', '录音', '麦克风', '电容式', '大振', '膜', '麦克风', '白色', '电脑', '歌', '专用', '歌', '麦克风']",1
"['卓美', '超薄', '可调', '高清', '两片', '装', '滤镜', '包送', '清洁', '套装']",1
"['精嘉傲', '特仕', '三节', '铝合金', '专业级', '三脚架', '承重']",1
"['现代', '电脑', '耳机', '头戴式', '耳麦', '立体声', '耳机', '带', '麦克风']",1
"['摄之宝光', '触角', '微距', '灯代', '灯头', '角度', '任意', '调']",1
"['秋叶原', '纯铜', '卡农', '线双', '芯咪线', '麦克风', '导线', '话筒', '线', '音频线']",1
"['正品', '小霸王', '点读机', '三门', '点读', '九门', '辅导', '超大', '内存', '点读机', '无线', '笔']",1
"['索尼', '肩带', '摄像机', '照相机', '专用', '肩带', '背带', '适用', '于', '各个', '品牌']",1
"['二郎', '宏基', '电池芯']",1
"['硕美科', '声丽', '蓝色', '耳挂式', '耳机', '多种', '配色', '方案', '轻便', '时尚']",1
"['依', '博客', '苹果', '平板', '电脑', '保护套', '保护', '壳', '皮套', '灰色', '寸']",1
"['艾克司', '亚马逊', '寸', '电子书', '真皮', '套', '保护套', '皮套', '可', '多角度', '站立']",1
"['友创', '存储卡', '规格', '最', '优质', '品质', '保证', '高速', '数据传输']",1
"['佳鑫悦', '套装', '三脚架']",1
"['卓鹰', '全新', '戴尔', '笔记本', '电池芯', '现货']",1
"['诺亚舟', '电子词典', '超大', '屏幕', '内存', '电子词典', '好', '品质']",1
['台电寸'],1
"['真', '牛皮', '松下', '皮套', '松下', '相机包', '皮套', '超越', '原装']",1
"['西', '马龙', '便携式', '数据线', '适用', '苹果', '手机', '磁性', '充电', '线', '迷你', '电源线', '橙色']",1
"['镜头', '遮光罩', '替代', '原装', '宾得']",1
"['品胜', '镜头', '笔碳头', '毛刷', '单反', '镜头', '清洁', '必备', '工具', '摄影', '必备']",1
"['闯者', '得', '华为', '充电器', '数据线', '正品', '青绿']",1
"['优越', '者', '分线器', '一拖', '四', '电脑', '分线器', '多', '接口', '集线器', '扩展']",1
"['飚', '王', '白金', '多', '合一', '读卡器', '银白色']",1
"['奥科', '家庭', '电脑', '歌', '专用', '大振', '膜电容', '麦', '白色']",1
"['富图宝', '魅力', '红铝', '镁', '超稳定', '专业', '三脚架', '单反', '照相机', '三角架', '变', '独脚', '架']",1
"['热销', '现货', '闪迪', '至尊', '高速', '存储', '卡卡', '相机', '卡']",1
"['爱国者', '半岛', '铁盒', '播放器', '红色', '白色', '现货']",1
"['大象', '单反', '包', '时尚', '摄影包', '单反', '包', '单反相机', '包', '个性', '相机包', '尼康']",1
"['卡西欧', '英语', '电子词典', '英汉词典', '雪瓷', '白']",1
"['魔声', '相机', '镜头', '清洁', '套装', '清洁液', '清洁', '布']",1
"['三星', '充电器', '手机', '直充', '充电器', '头', '数据线']",1
"['牛仔', '波点', '系列', '通用型', '相机', '背带', '蓝白', '波点']",1
"['道瑞高透', '纳米', '屏幕', '保护膜']",1
"['酷道', '迷你', '音响', '插卡', '音箱', '便携', '自行车', '低音炮']",1
"['锐玛', '佳能', '镜头', '遮光罩', '卡']",1
"['雷克沙', '高速', '存储卡']",1
"['迪士尼', '动漫', '人物', '系列', '数码相机', '卡通', '相机']",1
"['友讯', '家用', '无线网络', '摄像机']",1
"['富士', '拍', '立得', '摄影', '相机包', '复古', '邮差', '包']",1
"['先科', '毛毡', '圆形', '摩托', '汽车', '有源', '低音炮', '重低音', '大功率', '音箱', '车载', '音响']",1
"['猪头', '包', '宾得', '单反相机', '包', '索尼', '单反', '包', '个性', '单反', '内胆', '包', '尼康']",1
"['宾得', '套机', '数码', '单反相机', '全天', '侯', '单反', '宾得', '黑色', '套餐', '三']",1
"['纽曼', '纤薄', '典丽', '纽曼', '数码', '相框', '寸大屏', '音乐', '视频', '播放']",1
"['六一', '儿童节', '首选', '现代', '演绎', '儿童', '专用', '手表', '手机', '定位', '防辐射', '防', '丢失', '浅蓝色']",1
"['品色', '双面', '超', '多层', '双面', '防水', '加硬', '增透', '镀膜', '镜']",1
"['旋燕', '电脑', '麦克风', '歌', '会议', '网络', '聊天', '录音', '麦克', '手持', '麦克风', '配', '桌面', '支架']",1
"['联想', '赠品', '专用', '卡']",1
"['捷宝', '单反', '灯']",1
"['腾龙', '标准', '变焦镜头', '佳能', '卡口']",1
"['卡登', '仕', '苹果', '极薄', '背壳', '保护套', '支架', '贴膜']",1
"['森海', '强劲', '低音', '驱动', '立体声', '耳塞', '蓝色']",1
"['当当', '自营', '优乐', '多功能', '电源适配器', '充电器', '充电器', '充电器', '多功能', '手机', '充电器', '白色']",1
"['羽博', '移动', '电源', '充电', '宝', '苹果', '三星', '毫安']",1
"['佳能', '闪光灯']",1
"['佳能', '原装', '遮光罩', '适用']",1
"['尼康', '闪光灯', '支架', '尼康', '闪光灯', '支架', '尼康', '闪光灯', '支架']",1
"['先锋', '耳塞式', '耳机', '耳塞', '女声', '超毒']",1
"['腾龙', '型号', '佳能', '口', '黑色']",1
"['用维', '入耳式', '电脑', '手机', '耳机', '重低音', '耳机', '粉色']",1
"['文曲星', '复读机']",1
"['苹果', '平板', '黑', '英寸', '像素']",1
"['快易典', '学生', '电脑', '同步', '课堂', '小学', '初中', '高中生', '学习', '家教', '机', '电子词典']",1
"['三星', '微型', '单电双', '镜头', '套装', '粉色']",1
"['华尔', '充电器', '移动', '电源', '充电', '宝', '电池', '充电', '线', '短线', '数据线', '米', '黑色']",1
"['捷波朗', '军牌', '蓝牙', '耳机', '黑色']",1
"['迪奥', '丝', '手机套', '意大利', '头层', '牛皮', '石头', '纹银', '边', '粉红']",1
"['奇克摩克彩', '钻', '花朵', '手机套']",1
"['理光', '画幅', '卡片机', '无低通', '滤镜', '万', '像素']",1
"['威高', '单反相机', '全', '画幅', '传感器', '清洁', '棒', '清洁', '液剂', '套装']",1
"['耐思得', '双肩', '摄影包', '数码单反', '相机包', '双肩', '背包', '潮流', '时尚', '新颖', '黑色']",1
"['转接环', '柯尼卡', '镜头', '转', '富士', '微单', '转接环']",1
"['优永佳', '卡口', '遮光罩', '奥林巴斯', '镜头']",1
"['闯者', '得', '华为', '充电器', '数据线', '正品', '绿色']",1
"['晶麦风', '老师', '专用', '无', '啸叫', '扩音器', '夜鹰', '黑']",1
"['品色', '手柄', '佳能']",1
"['三星', '存储卡']",1
"['麦', '卡斯', '安卓', '智能手机', '手机', '数据线', '数据', '转换器', '送', '手机', '挂绳', '防尘', '塞', '适用', '安卓', '智能手机', '红色']",1
"['高质量', '白色', '苹果', '三合', '一口', '数据线']",1
"['羽博', '移动', '电源', '毫安', '白色']",1
"['孚', '勒姆', '含快', '装板', '连接器', '小型', '球型', '云台']",1
"['日本', '爱尔玛', '金属', '遮光罩', '黑色']",1
['小霸王'],1
"['艾克司', '寸', '电子书', '平板', '轻薄', '款', '休眠', '保护', '皮套', '黑色']",1
"['帆布', '单肩', '单反相机', '包']",1
"['托瓦', '四合', '一', '数码相机', '清洁', '套装', '电脑屏幕', '键盘', '强', '力气', '吹', '镜头', '布', '毛刷', '清洁液']",1
"['飞利浦', '军绿色', '黑色', '蓝牙', '扬声器', '黑色']",1
"['金钟', '恋山族', '三脚架', '套装', '三脚架']",1
"['飚', '王彩星', '电脑', '分线器', '一拖', '四多', '接口', '多孔', '集线器', '扩展']",1
"['果珈', '多功能', '手机', '耳机', '分线器', '一分', '二', '音频', '转接头', '耳机', '分线器', '蓝色']",1
"['优永佳', '遮光罩', '卡口', '花瓣', '替代']",1
"['云腾', '脚轮', '地轮', '专业', '三脚架', '滑轮', '底座', '三脚架', '通用']",1
"['国家', '地理', '绿', '相机', '背带']",1
"['飞利浦', '数码', '相框', '寸', '高清', '锂电', '带', '底座']",1
"['美创', '真皮', '移动', '电源', '毫安', '棕色']",1
"['猪头', '包', '单反相机', '包', '内胆', '包', '尼康']",1
"['纽曼', '录音笔', '银色', '金属', '材质', '机身', '领先', '的', '去', '噪', '技术', '声控', '录音', '外接', '麦克风', '录音', '同步', '监听']",1
"['萨客', '通', '家庭', '安防', '摄像机', '迷你', '摄像机', '微型', '摄像机', '宝马', '自备', '内存', '版']",1
"['俄语', '电子词典', '翻译器', '翻译机', '康明', '译霸', '俄语', '学习机']",1
"['卡西欧', '日', '英汉', '学习', '电子辞典', '雪瓷', '白']",1
"['佳能', '镜头']",1
"['奥林巴斯', '微型', '数码', '录音笔', '双', '供电', '可', '扩卡', '黑色']",1
['台电寸'],1
"['十铨', '存储卡']",1
"['松下', '爱乐', '普', '四代', '次', '电池', '号', '节装', '充电电池', '正品', '行货']",1
"['金', '麦克', '传奇', '版', '笔记本', '外置', '声卡', '套装', '电容', '麦', '电脑', '歌', '独立', '声卡']",1
"['思锐', '专业', '球型', '云台', '六年', '质保']",1
"['系列', '公共广播', '智能', '节目', '编程器', '校园', '智能', '打铃', '系统', '定时', '内', '插卡']",1
"['佳能', '套机', '数码', '单反相机', '触摸', '翻转', '屏', '黑色', '套机', '套餐', '四']",1
"['卡登', '仕', '屏幕', '保护膜']",1
"['亚马逊', '电子书', '真皮', '套', '保护套', '皮套', '可', '多角度', '站立', '寸', '紫色']",1
"['美侬', '口径', '花瓣', '式', '螺口', '遮光罩']",1
"['易创', '第九代', '壁挂', '音响']",1
"['迪士尼', '儿童', '相机', '魔镜', '系列', '迷你', '卡通', '数码相机', '好', '礼物', '送', '孩子']",1
"['优镜镜', '多层', '镀膜', '保护', '镜', '多层', '镀膜', '超薄', '镜框', '避免', '暗角', '佳能', '尼康']",1
"['新创', '时尚', '迷你', '一拖', '四', '分线器', '高速', '电脑', '伴侣', '接口', '扩展', '集线器', '绿色']",1
"['计步器', '无线', '智能', '手环', '运动', '睡眠', '蓝牙', '计步器', '蓝色']",1
"['歌杰', '无线', '蓝牙', '立体声', '音箱', '感光', '触控屏', '快速', '配对', '功能', '带', '无线', '遥控', '功能', '支持', '收音', '插盘', '内存卡', '播放', '木质', '便携式', '低音炮', '带', '蓝牙', '功能', '蓝']",1
"['卡通', '移动', '电源', '可爱', '迷你', '充电', '宝', '智能', '三星', '小米', '平板', '通用']",1
['尼康'],1
"['三星', '全高清', '闪存', '数码', '摄像机', '黑色']",1
"['捷波朗', '蓝牙', '耳机', '灵犀']",1
"['帝特', '分线器', '口', '集线器', '扩展器', '支持', '移动硬盘', '蓝色']",1
"['易乐', '看寸', '超薄', '数码', '相框', '电子相册', '新款', '高清', '电子', '相框', '限时', '特价', '黑色']",1
"['超细', '纤维', '眼镜', '布', '多功能', '清洁', '布', '荧屏', '清洁', '眼镜', '布', '镜头', '布', '电脑', '清洁', '布']",1
"['摄影', '器材', '椭圆型', '五合一', '反光板']",1
"['苹果', '手机', '背', '面贴膜', '收音机', '系列', '适用', '于', '苹果', '怀旧', '收音机']",1
"['睿果', '亚马逊', '电子书', '阅读器', '皮', '套套', '商务', '款', '保护套', '适配', '代代', '可', '携带', '电容', '笔', '限时', '特惠', '送', '高清', '贴膜', '白色']",1
"['运动', '追踪', '器', '个人', '健身', '监测器', '智能', '手环', '蓝色']",1
"['现代', '插卡', '音箱', '可乐', '红']",1
"['尼', '康佳', '能', '单反相机', '三脚架']",1
"['戴芙迪', '内存卡', '存储卡', '数码相机', '内存卡', '移动', '储存卡']",1
"['索尼', '数码', '照相机', '万', '像素', '倍长', '焦', '相机']",1
"['澳洲', '小', '野人', '单反相机', '内胆', '包号']",1
"['依斯卡', '苹果', '保护套', '壳', '休眠', '唤醒', '皮套', '花', '之恋', '系列', '雏菊']",1
"['文凡', '快', '摄手', '快枪手', '单反相机', '摄影', '减震', '单肩', '减压', '肩带', '背带', '代', '灰色']",1
"['佳能', '专卖', '佳能', '抠', '机头', '袋', '遮光罩', '笔']",1
"['徕', '卡', '相机', '银色', '官方', '标配']",1
"['现代', '棒棒', '微型', '高清', '远距离', '一键', '录音笔']",1
"['四', '通道', '控制器']",1
"['捣旦', '国度', '张', '小盒', '系列', '观音', '壳', '手机', '保护套', '适用', '于']",1
"['爱尔玛', '超极细', '纤维', '镜头', '布', '便携', '型', '黑色']",1
"['劲捷', '微单', '迷你', '便携', '可', '反折', '三脚架', '配备', '球型', '云台']",1
"['力登', '疯马', '皮套', '电子书', '皮套', '超薄', '非', '触摸', '版', '棕色']",1
"['索尼', '寸带', '遥控', '数码', '相框', '电子', '相框']",1
"['佳能', '对焦', '屏']",1
"['佳能', '数码', '卡片', '照相机', '相机', '粉色', '套餐', '三']",1
"['索尼', '数码', '摄像机', '红色']",1
"['亚马逊', '英寸', '平板', '电脑', '黑四核', '套餐', '六']",1
"['平板', '数码', '保护套', '适用', '于', '苹果', '保护套', '保护套', '粉色', '三星']",1
"['吉多', '喜', '专业', '摄影包', '爵士', '双肩', '摄影包']",1
"['卓鹰', '芯', '笔记本', '电池', '戴尔']",1
"['雷蛇', '杀人', '鲸', '电', '竞', '游戏', '耳机', '耳麦', '魔兽', '专业', '耳机', '耳麦', '全新', '盒装', '正品', '行货']",1
"['康明', '多译通', '俄语', '语言', '卡', '配套', '和', '整句', '翻译', '电子词典', '翻译器', '出国', '学习']",1
"['富士', '拍', '立得', '一次', '成像', '迷你', '相机', '立拍', '得', '相机']",1
"['优永佳', '遮光罩', '卡口', '圆型', '替代', '白色']",1
"['欧拓', '亚马逊', '寸', '平板', '电脑', '皮套', '可', '休眠', '式', '电子书', '套', '站立', '相框', '式', '智能', '保护套', '枚', '红色']",1
"['迪思', '拜尔', '三星', '高清', '保护膜', '进口', '材料']",1
"['尼康', '尼克尔', '镜头', '单反', '单镜', '套机', '套餐', '四']",1
